ticker,name,sector,industry,market_cap,pe_ratio,ps_ratio,ev_to_ebitda,roe,profit_margin,debt_to_equity,dividend_yield,rev_growth_qoq,analyst_rec,target_price,current_ratio,quick_ratio,proxy_peg,free_cash_flow,ebit
WDC,Western Digital Corporation,Technology,Computer Hardware,86489718784,23.9327,8.0575,,0.4113,0.3564,,0.19,,buy,321,1.455,1.107,,1279000000,1487000000
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,17513318400,53.9889,2.5363,32.588,0.0338,0.0469,60.694,3.41,-0.098,buy,31.8182,1.293,0.608,,-381000000,533000000
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,22096773120,20.3849,2.7929,13.951,0.5692,0.143,70.88,1.36,0.046,none,204.7895,1.427,0.541,4.43,1138655000,1430184000
WMB,"Williams Companies, Inc. (The)",Energy,Oil & Gas Midstream,91214118912,34.8925,7.7114,18.156,0.1856,0.2213,197.026,2.81,0.087,buy,76.7471,0.531,0.297,4.01,899000000,5067000000
WTW,Willis Towers Watson Public Lim,Financial Services,Insurance Brokers,28927571968,18.592,2.9798,12.268,0.2008,0.1653,85.755,1.28,-0.033,buy,369.421,1.205,0.436,,1546000000,2213000000
WDAY,"Workday, Inc.",Technology,Software - Application,39609450496,57.278,4.1467,26.865,0.0823,0.0726,48.956,0,0.145,buy,185.966,1.322,1.219,3.95,2189000000,752000000
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,10588968960,32.4331,1.4835,11.603,,0.0459,,0.95,0.015,strong_buy,141.8333,1.633,1.502,21.62,1003659000,
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,48926253056,24.1842,3.3354,14.581,0.0936,0.1376,152.832,2.88,0.141,strong_buy,88.9412,0.707,0.379,1.72,-2723000000,
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,30097645568,31.5357,3.3312,16.867,0.084,0.1059,21.066,1.36,0.063,buy,158.4118,1.625,1.134,5.01,942000000,1131000000
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,43966328832,28.5315,5.3526,19.356,,0.1898,,1.89,0.065,buy,171.75,1.346,1.098,4.39,1639000000,2578000000
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,11220230144,27.0758,2.0794,14.081,0.1168,0.0776,75.167,0,0.106,buy,336.3763,0.97,0.517,2.55,831000000,668000000
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,18559703040,26.3803,2.2547,10.237,0.056,0.0857,61.971,1.03,0.109,hold,102.6522,1.982,0.9,2.42,1420200000,1123600000
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,53074886656,19.9726,5.6063,14.412,0.6599,0.2824,279.586,1.73,0.03,buy,151,3.028,1.746,6.66,2283000000,3582000000
